,university_name,alumni,award,hici,ns,pub,result.cluster
4306,King Fahd University of Petroleum & Minerals,0,0,17.9,4.9,20.3,3
4307,Medical University of Graz,0,9.4,3.6,4.4,24.8,3
4308,Medical University of South Carolina,0,0,7.2,6,29.8,3
4309,MINES ParisTech,13.9,24.9,0,3.8,8.1,3
4310,Nanjing Medical University,0,0,0,4.1,31.3,3
4311,National Sun Yat-Sen University,0,0,12.3,2.4,27.5,3
4312,National Yang Ming University,0,0,0,4.2,33.3,3
4313,Okayama University,0,0,3.6,10.6,29.6,3
4314,Oklahoma State University,0,0,8.6,4.9,28.5,3
4315,Osaka City University,15.8,0,3.6,6.5,21.5,3
4316,Peking Union Medical College,0,0,0,9.9,32.6,3
4317,Polytechnic University of Catalonia,0,0,5,8.3,28.7,3
4318,Rush University,0,0,10.7,6.6,24.7,3
4319,Saint Louis University,0,11.5,5.1,4.6,24.2,3
4320,Soochow University,0,0,0,4.2,39.5,3
4321,State University of New York Health Science Center at Brooklyn,0,15.4,5.1,7.1,16.3,3
4322,Stellenbosch University,0,0,5,5.8,30.2,3
4323,Syracuse University,0,0,8.1,8.1,24.8,3
4324,Technical University Darmstadt,14.9,0,3.6,7.9,27.4,3
4325,Technical University of Braunschweig,12.9,0,3.6,9.3,21.3,3
4326,The Open University,0,0,6.3,12.9,22.3,3
4327,The University of Texas Medical Branch at Galveston,0,0,13.9,5,22.9,3
4328,Tianjin University,0,0,0,1.5,43.2,3
4329,Tokyo University of Science,0,0,7.1,8.4,22.9,3
4330,University College Cork,0,0,13.1,7.7,26,3
4331,University of Alaska - Fairbanks,0,0,12.2,11.4,20.9,3
4332,University of Arkansas at Fayetteville,0,0,12.2,6.2,24.4,3
4333,University of Arkansas at Little Rock,0,0,10.7,2.2,24.7,3
4334,University of Auvergne,0,0,7.1,10.9,25.6,3
4335,University of Bath,0,0,5.1,11.9,27.5,3
4336,University of Bayreuth,0,0,8.6,14.9,22.7,3
4337,University of Bremen,0,0,0,13.1,29.6,3
4338,University of Cagliari,0,0,10.1,3.9,24.4,3
4339,University of Canterbury,0,0,3.6,9.2,25.8,3
4340,University of Chile,7.4,0,0,10.1,31.1,3
4341,University of Coimbra,0,0,0,8.2,33.9,3
4342,University of Eastern Finland,0,0,12.3,5.3,27.9,3
4343,University of Essex,19.7,0,8.6,1.5,20.1,3
4344,University of Ferrara,0,0,10.1,6.9,25.1,3
4345,University of Genova,0,0,7.2,3.1,32.3,3
4346,University of Graz,7.4,9.4,0,6.3,19.1,3
4347,University of Hannover,0,0,8.6,10.5,24.5,3
4348,University of Jena,0,0,0,8.4,33.8,3
4349,University of KwaZulu-Natal,0,0,3.6,9,31,3
4350,University of Ljubljana,0,0,0,5.2,36.1,3
4351,"University of Maryland, Baltimore County",0,0,17.4,7.1,17.1,3
4352,University of New Hampshire - Durham,0,0,14.3,10.6,20.9,3
4353,University of Nice Sophia Antipolis,0,0,3.6,14.9,25.8,3
4354,University of Oklahoma - Norman,0,0,5.1,10.9,28.9,3
4355,University of Palermo,0,0,6.3,6.2,28.6,3
4356,University of Parma,0,0,13.6,5,25.3,3
4357,University of Pavia,0,0,5,6.9,31.4,3
4358,University of Perugia,0,0,3.6,9.2,28.6,3
4359,University of Quebec,0,0,0,9.4,34.7,3
4360,University of Regensburg,0,0,3.6,13.9,28.7,3
4361,University of Rennes 1,0,0,3.6,9.2,28.2,3
4362,University of Rostock,0,0,8.6,8,26.4,3
4363,University of Santiago Compostela,0,0,7.1,6.2,31.8,3
4364,"University of Science, Malaysia",0,0,5,3.8,31.4,3
4365,University of Surrey,0,0,8.6,5.1,27.5,3
4366,University of Szeged,0,13.3,3.6,5.7,21.6,3
4367,University of Tennessee Health Science Center,0,0,12.3,8.4,22.1,3
4368,University of the Basque Country,0,0,3.6,6.9,35,3
4369,University of Trieste,0,0,5,11.5,25.4,3
4370,University of Wyoming,0,0,3.6,15.5,23.4,3
4371,University of Zaragoza,0,0,7.6,3.8,33.6,3
4372,Utah State University,13.9,0,3.6,10.5,23.8,3
4373,Victoria University of Wellington,11.8,0,0,8.4,25,3
4374,Vienna University of Technology,0,0,0,10.3,29,3
4375,Waseda University,0,0,6.1,7.7,28.1,3
4376,Wuhan University,0,0,0,2.7,42.9,3
4377,York University,0,0,0,10.1,30.6,3
4378,Harvard University,100,100,100,100,100,2
4379,Stanford University,40.7,89.6,80.1,70.1,70.6,2
4380,Massachusetts Institute of Technology (MIT),68.2,80.7,60.6,73.1,61.1,2
4381,"University of California, Berkeley",65.1,79.4,66.1,65.6,67.9,2
4382,University of Cambridge,77.1,96.6,50.8,55.6,66.4,2
4383,Princeton University,53.3,93.4,57.1,43,42.4,2
4384,California Institute of Technology,49.5,66.7,49.3,56.4,44,2
4385,Columbia University,63.5,65.9,52.1,51.9,68.8,2
4386,University of Chicago,59.8,86.3,49,42.9,49.8,2
4387,University of Oxford,49.7,54.9,52.3,51.9,70.9,2
4388,Yale University,47.6,50.4,51,58.8,63,2
4389,"University of California, Los Angeles",29.5,47.1,52.3,47.2,70.7,2
4390,Cornell University,42,49.8,50.4,45.3,59.9,2
4391,"University of California, San Diego",19.2,35.5,56.6,55.1,62.9,2
4392,University of Washington,21.2,31.6,53,51.7,71.9,2
4393,Johns Hopkins University,37.7,33.6,44,44.9,70.2,2
4394,University of Pennsylvania,31.6,33.8,49.6,39.6,67.7,2
4395,University College London,28.1,36.2,38.5,40.6,71.7,2
4396,"University of California, San Francisco",0,39.9,46.8,53.5,59.5,2
4397,Swiss Federal Institute of Technology Zurich,29.5,35.5,38.4,45.9,55.7,2
4398,The University of Tokyo,30.8,14.1,41.9,48.6,70.8,2
4399,University of Michigan-Ann Arbor,34.4,0,56.2,41.3,75.9,2
4400,"The Imperial College of Science, Technology and Medicine",14.5,35.8,44.2,34.5,62,2
4401,University of Wisconsin - Madison,30.8,34.8,40.2,35.7,62.5,2
4402,University of Toronto,19.9,17.2,38.8,38.6,79.1,2
4403,Kyoto University,31.6,37.2,33.6,32.6,59,1
4404,New York University,28.1,31.9,35.2,40.3,56.2,2
4405,Northwestern University,15.4,22.1,50.3,37,58.1,2
4406,University of Illinois at Urbana-Champaign,29.9,36.2,34.9,32.4,55.5,1
4407,"University of Minnesota, Twin Cities",29.5,16.3,47.3,32.5,64,2
4408,Duke University,15.4,14.9,50.2,39,61.7,2
4409,Washington University in St. Louis,22.9,24.9,40.7,41.8,50.5,2
4410,Rockefeller University,17,59.8,30.3,40.9,19,2
4411,University of Colorado at Boulder,12.6,34.1,37.1,36,45,2
4412,University of Copenhagen,21.8,18.8,28,34,63.2,1
4413,Pierre and Marie  Curie University - Paris 6,33.6,27.4,25.8,29.8,59.2,1
4414,The University of Texas at Austin,16.2,16.3,38.6,37.5,56,2
4415,"University of California, Santa Barbara",14.5,39.1,38.7,27.5,37.3,1
4416,University of North Carolina at Chapel Hill,8.9,16.3,39.8,33.5,61.2,2
4417,University of British Columbia,15.4,18.8,32.8,32,63,1
4418,The University of Manchester,18.5,32.6,27.1,26.1,56.2,1
4419,University of Paris-Sud (Paris 11),30.3,54.3,16.8,17.4,47.3,1
4420,"University of Maryland, College Park",19.2,20,33,31.6,52.7,1
4421,The University of Melbourne,17,13.3,28.6,25.3,66.9,1
4422,The University of Texas Southwestern Medical Center at Dallas,18.5,34.5,31.1,35.6,35.8,1
4423,Heidelberg University,19.9,25.3,23.7,29.4,51.7,1
4424,The University of Edinburgh,20.5,24.9,25.8,30.5,51.9,1
4425,Karolinska Institute,22.4,26.6,24.8,23.5,50.8,1
4426,University of Southern California,0,31.7,35.6,22.1,53.2,1
4427,"University of California, Irvine",0,29.3,34.3,28.9,45.3,1
4428,Technical University Munich,34.8,21.6,22.3,23.2,48.3,1
4429,University of Munich,25.6,19.1,20.3,28.9,50.7,1
4430,Vanderbilt University,15.4,29,28.4,21.8,51,1
4431,University of Zurich,5.1,24,27.1,29,51.6,1
4432,King's College London,21.2,21,29.5,18.2,54.3,1
4433,Utrecht University,22.9,20,29.1,25.4,46,1
4434,"University of California, Davis",0,0,41,33,58,2
4435,University of Geneva,27.1,28.2,21.4,27.6,38.1,1
4436,University of Oslo,28.1,32.6,15.9,18.2,49.1,1
4437,Pennsylvania State University - University Park,10.3,0,41.6,31.6,53.4,2
4438,Carnegie Mellon University,31.6,31.6,28.6,15.2,34.3,1
4439,Purdue University - West Lafayette,13.6,23.1,27.7,25.1,49,1
4440,Uppsala University,17.8,27.4,18.4,24.6,49.8,1
4441,McGill University,32.8,0,22.8,27.3,59.3,1
4442,"Rutgers, The State University of New Jersey - New Brunswick",10.3,18.8,34.5,24.8,44.6,1
4443,University of Bristol,7.3,16.3,25.7,32.4,45.5,1
4444,The Hebrew University of Jerusalem,32,28.2,19.6,21.5,37.6,1
4445,The Ohio State University - Columbus,12.6,0,38.3,22.8,60.9,1
4446,University of Helsinki,12.6,16.3,25.2,22.4,51.8,1
4447,"University of Pittsburgh, Pittsburgh Campus",18.5,0,39.8,19.2,59.6,1
4448,Ghent University,5.1,13.3,26.9,18.3,57.5,1
4449,Ecole Normale Superieure - Paris,48.9,28,6.2,19.5,26.4,3
4450,Aarhus University,11.5,22.1,12.3,25.8,51.8,1
4451,Boston University,11.5,11.5,29.1,26.3,49.5,1
4452,Brown University,14.5,13.3,26.2,25.1,43.6,1
4453,University of Groningen,0,18.8,23,21,52.6,1
4454,Nagoya University,29,25.3,16.8,17.7,44.3,1
4455,Stockholm University,24.1,27.4,18.1,19.4,40.4,1
4456,Technion-Israel Institute of Technology,23.5,37.6,15.2,18.3,33.3,1
4457,The Australian National University,13.6,19.2,24.8,20.1,45.1,1
4458,The University of Queensland,12.6,0,22,24,63.2,1
4459,Leiden University,17.8,9.4,25.7,22,46.9,1
4460,University of Florida,17,0,30.9,21,58.7,1
4461,Rice University,16.2,21.7,28.1,22.8,29.2,1
4462,Osaka University,8.9,0,31.6,26.7,51.7,1
4463,Moscow State University,41.4,33,0,7.7,46.4,3
4464,The University of Western Australia,13.6,14.1,24.1,14.5,47.5,1
4465,University of Basel,19.2,16.3,17.4,21.4,39.2,1
4466,University of Strasbourg,25.1,28.8,15.9,19,34.6,1
4467,KU Leuven,0,0,30.1,18.6,56.6,1
4468,University of Arizona,14.5,0,27.2,27.5,48.4,1
4469,University of Warwick,0,29.8,23.7,14,39.3,1
4470,Arizona State University,0,20,22.2,25.5,42.6,1
4471,"University of California, Santa Cruz",0,0,37.9,33.9,29,2
4472,University of Utah,0,11.5,26.5,25.5,46.7,1
4473,McMaster University,12.6,18.8,23.2,15.1,44.5,1
4474,University of Bonn,15.4,19.8,17.4,21.1,39.8,1
4475,VU University Amsterdam,0,0,27.8,18,55.5,1
4476,Michigan State University,8.9,0,30.7,21.8,50.6,1
4477,Texas A&M University,0,0,34.3,22.7,49.5,1
4478,Aix Marseille University,13.6,0,15.2,20.3,50.1,1
4479,Baylor College of Medicine,0,0,23.7,29.2,39.7,1
4480,Case Western Reserve University,30.3,10.9,15.9,19,39.7,1
4481,Emory University,0,0,28.4,22,51.3,1
4482,Université libre de Bruxelles (ULB),19.9,26.6,11.3,11.8,32.7,3
4483,Georgia Institute of Technology,12.6,0,30.3,22.4,43.2,1
4484,Icahn School of Medicine at Mount Sinai,0,0,26.8,25,36.6,1
4485,Indiana University Bloomington,10.3,21.6,18.5,21.9,39.6,1
4486,Lund University,21.2,0,22.5,16.3,49.7,1
4487,Mayo Medical School,0,0,35.4,12.8,46.5,1
4488,Monash University,0,0,18.4,22.6,58.6,1
4489,National University of Singapore,0,0,19.3,20.3,59.5,1
4490,Norwegian University of Science and Technology - NTNU,13.6,21,10.1,12.9,36.4,3
4491,Peking University,0,0,11.2,21.5,64,1
4492,Radboud University Nijmegen,16.2,0,12.3,19.3,50.4,1
4493,Seoul National University,0,0,12.3,17.9,67.1,3
4494,Shanghai Jiao Tong University,0,0,12.6,10.6,68.5,3
4495,Swiss Federal Institute of Technology Lausanne,0,0,26.1,29.2,41.8,1
4496,Technical University of Denmark,5.1,11.5,21.1,14.6,39,1
4497,The University of Glasgow,7.3,0,24.9,18.5,42.1,1
4498,The University of New South Wales,0,0,20.2,17.8,58.6,1
4499,The University of Sheffield,17.8,13.3,18.4,17.5,42.8,1
4500,The University of Texas M. D. Anderson Cancer Center,0,0,28.2,21.4,41.3,1
4501,Tohoku University,14.5,0,23.9,21,52.2,1
4502,Tsinghua University,10.3,0,10,26.8,63.8,1
4503,Tufts University,18.5,16.3,20.1,15.4,34.9,1
4504,University of Alberta,11.5,0,23.9,19.2,54.2,1
4505,University of Amsterdam,5.1,0,20.8,18.8,53.3,1
4506,University of Birmingham,18.5,9.4,20.8,12.7,44.7,1
4507,"University of California, Riverside",12.6,0,24.7,23.9,32.2,1
4508,University of Frankfurt,30.3,0,19.6,21.2,37.7,1
4509,University of Freiburg,18.5,18.8,13,24.4,37.9,1
4510,University of Goettingen,30.8,14.9,13.1,20,38.9,1
4511,University of Leeds,17,0,18.4,18.4,42.5,1
4512,University of Liverpool,17,13.3,14.9,18.6,41.2,1
4513,University of Massachusetts Amherst,13.6,0,32,16.9,35.5,1
4514,University of Massachusetts Medical School - Worcester,0,20,15.9,24.9,27.4,1
4515,University of Montreal,11.5,0,17.2,17.3,50.6,1
4516,University of Muenster,19.2,13.3,14.8,14.7,36,3
4517,University of Nottingham,11.5,20,19.1,15.9,45.9,1
4518,University of Rochester,24.6,7.7,25.2,20.8,39,1
4519,University of Sao Paulo,0,0,12.2,12.1,72,3
4520,University of Southampton,0,0,24.6,19.5,46.2,1
4521,University of Sydney,14.5,0,9.6,18.1,64.7,3
4522,University of Virginia,0,0,27,27.7,43.7,1
4523,University of Wageningen,0,0,24.1,19.8,42,1
4524,University Paris Diderot - Paris 7,11.5,9.4,14.9,30.2,45,1
4525,Weizmann Institute of Science,17.8,16.3,17,34.7,26.8,1
4526,Zhejiang University,0,0,7.1,13.5,68.5,3
4527,Cardiff University,0,16.3,13.6,17.8,39.2,1
4528,Catholic University of Louvain,10.3,13.3,15.9,9.1,37.4,3
4529,Erasmus University,0,14.9,22,8,33.6,1
4530,Fudan University,0,0,12.2,13.1,56.1,3
4531,George Mason University,0,31.9,5.1,8.9,28.7,3
4532,Hokkaido University,11.5,16.3,7.2,15.6,42.2,3
4533,Iowa State University,0,0,20.1,17.1,39.3,1
4534,Joseph Fourier University (Grenoble 1),0,14.9,16.3,21.9,32.9,1
4535,King Abdulaziz University,0,0,29.1,7.2,47,1
4536,King Saud University,0,0,32.5,5.9,42.5,1
4537,Nanyang Technological University,0,0,11.2,10.5,50.5,3
4538,National Taiwan University,11.5,0,13.9,11.6,55.5,3
4539,North Carolina State University - Raleigh,0,0,25.2,12.8,41.2,1
4540,Oregon Health and Science University,0,0,20.8,22.1,34.6,1
4541,Oregon State University,10.3,0,23,21.2,34.7,1
4542,Queen Mary University of London,17.8,0,18.1,13.7,32.1,1
4543,Sapienza University of Rome,11.5,13.3,5.1,12.1,52,3
4544,Sun Yat-sen University,0,0,8.7,9.9,54.9,3
4545,Tel Aviv University,0,0,20.7,14.8,48.1,1
4546,The Chinese University of Hong Kong,0,14.1,15.1,5.2,43.1,3
4547,The University of Adelaide,14.5,0,16.3,12.9,42,3
4548,The University of Georgia,0,0,20.6,16.7,42.1,1
4549,The University of Hong Kong,0,0,17.5,14.2,43.9,1
4550,Tokyo Institute of Technology,12.6,0,15.9,15.3,37.8,1
4551,Trinity College Dublin,10.3,13.3,12.3,13.1,31,3
4552,University of Barcelona,0,0,15.1,11.7,51.6,3
4553,University of Bern,12.6,0,16.3,19.2,41.3,1
4554,University of Buenos Aires,14.5,24,0,9.7,34.9,3
4555,University of Delaware,10.3,16.3,20.1,10,30.8,1
4556,University of Exeter,0,0,17.8,18.4,34.9,1
4557,University of Gothenburg,0,15.4,12.3,14.5,41.3,3
4558,University of Hamburg,11.5,0,13.9,21.7,36.6,1
4559,University of Hawaii at Manoa,0,0,20.1,22.9,36,1
4560,University of Illinois at Chicago,0,0,21,14.5,43.7,1
4561,University of Iowa,0,0,20.3,18.8,44.7,1
4562,University of Kiel,10.3,13.3,13.8,13.7,29.7,3
4563,University of Koeln,0,11.5,8.6,19.3,37.1,3
4564,University of Miami,0,0,22,14.7,39.5,1
4565,University of Milan,17,0,14.2,9.6,46.3,3
4566,University of Padua,0,0,11.3,16.1,48.2,3
4567,University of Paris Descartes (Paris 5),11.5,9.4,12.2,13.5,40.1,3
4568,University of Pisa,13.6,23.1,7.2,6.5,37,3
4569,University of Science and Technology of China,0,0,15.9,13.9,50.8,3
4570,University of Sussex,0,22.4,15.2,12.1,30.3,3
4571,University of Tennessee - Knoxville,10.3,0,17.9,14.2,39.2,1
4572,University of Tuebingen,22.4,0,12.2,17.4,41.1,3
4573,University of Turin,15.4,0,16.2,8.5,40,3
4574,University of Vienna,13.6,0,15.9,21.1,36.5,1
4575,University of Wuerzburg,19.2,0,18.9,15,33.3,1
4576,Virginia Commonwealth University,10.3,14.1,15.9,7.8,34.3,3
4577,Autonomous University of Barcelona,0,0,5,12.9,44.5,3
4578,Autonomous University of Madrid,0,0,11.3,9.9,39.3,3
4579,Beijing Normal University,15.4,0,5,7.9,38.8,3
4580,Brandeis University,19.2,0,8.6,18.8,18.4,3
4581,Charles University in Prague,8.9,0,0,9,43.9,3
4582,City University of Hong Kong,0,0,18.1,1.5,38.5,3
4583,Claude Bernard University Lyon 1,10.3,0,0,18.8,40.2,3
4584,Colorado State University,0,0,20.3,14.2,36.2,1
4585,Complutense University of Madrid,19.2,0,0,8.6,42.8,3
4586,Curtin University,0,0,8.7,12,37.1,3
4587,Dalhousie University,0,0,12.2,13.1,34.3,3
4588,Dartmouth College,17.8,0,20.7,14.4,25.4,1
4589,Delft University of Technology,11.5,0,8.6,18.1,38.9,3
4590,Durham University,0,0,19.6,14.6,34.5,1
4591,Ecole Normale Superieure - Lyon,0,20,3.6,14.5,21.8,3
4592,Florida State University,0,0,14.6,16.2,37.9,1
4593,Vrije Universiteit Brussel (VUB),13.6,0,5,10,31.3,3
4594,Harbin Institute of Technology,0,0,8.7,5.4,48.7,3
4595,Huazhong University of Science and Technology,0,0,0,8.7,53.1,3
4596,Indiana University-Purdue University at Indianapolis,0,0,7.1,12.8,39.8,3
4597,Jilin University,0,0,0,8.9,50.7,3
4598,Karlsruhe Institute of Technology (KIT),0,0,12,14.9,37.2,3
4599,Korea Advanced Institute of Science and Technology,0,0,8.3,14.1,38.8,3
4600,Korea University,0,0,8.7,8.7,50.7,3
4601,KTH Royal Institute of Technology,0,14.9,3.6,10.3,38.3,3
4602,Kyushu University,0,0,13.1,12.3,44.2,3
4603,Laval University,0,0,15,8.6,36.7,3
4604,Louisiana State University - Baton Rouge,0,0,13.6,14.3,33.4,3
4605,Maastricht University,0,0,10.7,5.9,41.4,3
4606,Macquarie University,0,0,18.1,13.1,33.6,1
4607,Medical University of Vienna,8.9,9.4,8.6,9.3,33.4,3
4608,Nanjing University,0,0,0.7,9.3,53.7,3
4609,National Autonomous University of Mexico,12.6,0,3.3,8.5,47.7,3
4610,National Tsing Hua University,12.6,0,5.1,12.9,32.6,3
4611,Newcastle University,0,0,12.2,15.2,37.6,3
4612,Northeastern University,0,0,15.9,16.5,29.9,1
4613,Paul Sabatier University (Toulouse 3),0,0,12.3,20.2,35.5,1
4614,Polytechnic Institute of Milan,7.3,14.9,5,7,32.9,3
4615,Pompeu Fabra University,0,0,5,19.7,26.4,3
4616,Queen's University,0,0,13.1,11.9,32.6,3
4617,RWTH Aachen University,0,0,16.3,6.3,40.6,3
4618,Simon Fraser University,0,0,12.2,13.2,32.7,3
4619,Stony Brook University,0,0,14.8,18.4,36,1
4620,Sungkyunkwan University,0,0,0,11.1,47,3
4621,Swedish University of Agricultural Sciences,0,0,13.3,14.3,29.1,3
4622,The George Washington University,11.5,0,6.3,12,35.5,3
4623,The Hong Kong University of Science and Technology,0,0,17.4,9.2,31.9,3
4624,The University of Auckland,13.6,0,10.1,11.9,41,3
4625,The University of Calgary,0,0,13.8,13.6,44.6,3
4626,The University of Dundee,0,0,16.8,16.9,24.5,1
4627,The University of New Mexico - Albuquerque,0,0,14.9,16.8,36,1
4628,The University of Texas Health Science Center at Houston,0,15.4,13.9,11.3,31.9,3
4629,Toulouse School of Economics,0,29.8,8.6,0,10,3
4630,TU Dresden,0,0,10.7,14.6,40.8,3
4631,"University at Buffalo, the State University of New York",0,0,13.1,9.3,37.5,3
4632,University of Aberdeen,0,13.3,12.2,12.5,31.3,3
4633,University of Alabama at Birmingham,0,0,18.1,11.2,40.4,3
4634,University of Bergen,0,0,10.7,16.5,36.7,3
4635,University of Bologna,0,0,13.8,10,48.1,3
4636,University of Bordeaux,0,0,15.9,17.9,39.7,1
4637,University of Cape Town,18.5,0,12.2,11.5,37.3,3
4638,University of Cincinnati,0,0,22.6,9.2,37.9,1
4639,University of East Anglia,13.6,0,19.2,15.6,28.3,1
4640,University of Erlangen-Nuremberg,0,0,15.9,14.5,39.7,1
4641,University of Florence,0,0,15.2,10.1,38.8,3
4642,University of Guelph,0,0,17.5,10.4,31.8,3
4643,University of Houston,0,0,17.3,13.4,35.9,1
4644,University of Innsbruck,0,9.4,14.8,18.6,24.1,1
4645,University of Kansas,11.5,0,11.3,14.1,39.2,3
4646,University of Kentucky,10.3,0,3.6,12.1,39.4,3
4647,University of Lausanne,0,0,14.9,22,33.2,1
4648,University of Leicester,0,0,14.6,18.5,31,1
4649,University of Leipzig,11.5,13.3,0,9.3,33.8,3
4650,University of Liege,7.3,0,10.1,13.5,30.8,3
4651,University of Lisbon,0,8.1,5,12.5,45,3
4652,University of Lorraine,11.5,16.3,0,9.8,32.9,3
4653,University of Mainz,0,7.7,8.9,15.9,35.2,3
4654,University of Marburg,10.3,0,14.3,13.4,28.5,3
4655,"University of Maryland, Baltimore",0,0,19.1,13.6,37.1,1
4656,University of Montpellier,10.3,0,6.3,17.7,35.9,3
4657,University of Nebraska - Lincoln,17,0,16.8,11.6,33.4,3
4658,University of Notre Dame,12.6,0,17.5,13.9,31.8,1
4659,University of Otago,0,0,12.2,10.1,34.1,3
4660,University of Ottawa,0,0,8.6,14.9,44,3
4661,University of South Carolina - Columbia,0,0,16.8,8.4,35.9,3
4662,University of South Florida,0,0,16.3,10.4,40.2,3
4663,University of Southern Denmark,0,0,7.2,11.9,37.6,3
4664,University of Stuttgart,18.5,0,10.1,12.2,26.7,3
4665,University of Tehran,12.6,0,10,0,40,3
4666,University of the Witwatersrand,18.5,0,7.1,15.8,33,3
4667,University of Tsukuba,0,19.6,5.8,10.4,34.7,3
4668,University of Victoria,0,0,17.2,11.3,29.7,3
4669,University of Waterloo,0,0,14.6,13.8,42.2,3
4670,University of Wollongong,0,0,17.4,9.2,32,3
4671,University of York,0,0,13.9,15.2,32.5,3
4672,Virginia Polytechnic Institute and State University,11.5,0,11.4,11.4,40.9,3
4673,Western University,0,0,5.1,13.5,41.5,3
4674,Xian Jiao Tong University,0,0,8.7,7.7,50.1,3
4675,Yeshiva University,0,0,6.3,21.7,31.5,3
4676,Yonsei University,0,0,8.6,4.9,52.1,3
4677,Aalborg University,0,0,11.2,4.6,30.4,3
4678,Beihang University,0,0,8.6,3.9,40.3,3
4679,Brigham Young University,8.9,0,12.2,8.4,26.3,3
4680,Central South University,0,0,7.1,2.1,47.7,3
4681,Chalmers University of Technology,0,0,8.9,10.7,29.7,3
4682,Chiba University,0,0,10,9.7,29.1,3
4683,China Agricultural University,0,0,0,13.9,39.7,3
4684,China Medical University,0,0,13.6,2.1,31.3,3
4685,City University of New York City College,31.2,0,5.1,6.9,18,3
4686,Dalian University of Technology,0,0,5,5,41.8,3
